Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV3509;Sandak;;;;;;;;;;;;;
PROV3510;Kacchi;;;;;;;;;;;;;
PROV3511;Zaranj;;;;;;;;;;;;;
PROV3512;Bampur;;;;;;;;;;;;;
PROV3513;Lashkargah;;;;;;;;;;;;;
PROV3514;Panjdeh;;;;;;;;;;;;;
PROV3515;Dubai;;;;;;;;;;;;;
PROV3516;Mazar-e Sharif;;;;;;;;;;;;;
PROV3517;Qaleh-ye Panjeh;;;;;;;;;;;;;
PROV3518;Qaleh-ye Wamar;;;;;;;;;;;;;
PROV3519;Kulab;;;;;;;;;;;;;
PROV3520;Gharm;;;;;;;;;;;;;
PROV3521;Qala-i Khumb;;;;;;;;;;;;;
PROV3522;Hissar;;;;;;;;;;;;;
PROV3523;Kafirestan;;;;;;;;;;;;;
PROV3524;Kohistan;;;;;;;;;;;;;
PROV3525;Gilgit;;;;;;;;;;;;;
PROV3526;Baghran;;;;;;;;;;;;;
PROV3527;Tashkurgan;;;;;;;;;;;;;
PROV3537;Mush;;;;;;;;;;;;;
PROV3536;Bayazid;;;;;;;;;;;;;
PROV3535;Lazistan;;;;;;;;;;;;;
PROV3534;Yozgat;;;;;;;;;;;;;
PROV3533;Khozat;;;;;;;;;;;;;
PROV3532;Sinjar;;;;;;;;;;;;;
PROV3531;Kochgiri;;;;;;;;;;;;;
PROV3530;Shirvan;;;;;;;;;;;;;
PROV3529;Sar-e Pol;;;;;;;;;;;;;
PROV3528;Ghur;;;;;;;;;;;;;
PROV3538;Quetta;;;;;;;;;;;;;
PROV3390;Grozny;;;;;;;;;;;;;
PROV1055;Shali;;;;;;;;;;;;;
PROV3588;Ruidoso;;;;;;;;;;;;
PROV3589;Las Cruces;;;;;;;;;;;;
PROV1925;Oyo Ile;Oyo Ile;Oyo Ile;;Oyo Ile;;;;;;;;;
PROV1926;Ibadan;Ibadan;Ibadan;;Ibadan;;;;;;;;;
PROV1862;Kythira;;;;;;;;;;;;;
PROV2774;Western Black Sea;;;;;;;;;;;;;
PROV2775;Central Black Sea;;;;;;;;;;;;;
PROV2777;Eastern Black Sea;;;;;;;;;;;;;
PROV2761;Gulf of Venice;;;;;;;;;;;;;
PROV2762;Adriatic Sea;;;;;;;;;;;;;
PROV2763;Strait of Otranto;;;;;;;;;;;;;
PROV2765;Gulf of Sirte;;;;;;;;;;;;;
PROV2766;Central Libyan Sea;;;;;;;;;;;;;
PROV2760;Ionian Sea;;;;;;;;;;;;;
PROV2767;Eastern Libyan Sea;;;;;;;;;;;;;
PROV2768;Western Levantine Sea;;;;;;;;;;;;;
PROV2769;Eastern Levantine Sea;;;;;;;;;;;;;
PROV2770;Cilician Sea;;;;;;;;;;;;;
PROV2753;Straits of Messina;;;;;;;;;;;;;
PROV2759;Western Libyan Sea;;;;;;;;;;;;;
PROV2758;Sea of Sicily;;;;;;;;;;;;;
PROV2757;Tyrrhenian Sea;;;;;;;;;;;;;
PROV2751;Ligurian Sea;;;;;;;;;;;;;
PROV2749;Gulf of Lion;;;;;;;;;;;;;
PROV2750;Sea of Sardinia;;;;;;;;;;;;;
PROV2752;Balearic Sea;;;;;;;;;;;;;
PROV2755;Eastern Algerian Coast;;;;;;;;;;;;;
PROV2754;Western Algerian Coast;;;;;;;;;;;;;
PROV2747;Alboran Sea;;;;;;;;;;;;;
PROV2756;Strait of Bonifacio;;;;;;;;;;;;;
PROV2939;James Bay;;;;;;;;;;;;;
PROV2941;Southern Hudson Bay;;;;;;;;;;;;;
PROV2940;Northern Hudson Bay;;;;;;;;;;;;;
PROV2938;Hudson Srait;;;;;;;;;;;;;
PROV2937;Davis Strait;;;;;;;;;;;;;
PROV2936;Northern Labrador Sea;;;;;;;;;;;;;
PROV2935;Southern Labrador Sea;;;;;;;;;;;;;
PROV3241;Yana Bay;;;;;;;;;;;;;
PROV3574;Gulf of Riga;;;;;;;;;;;;;
PROV3575;Bay of Danzig;;;;;;;;;;;;;
PROV3576;Danish Straits;;;;;;;;;;;;;
PROV3577;White Sea;;;;;;;;;;;;;
PROV3578;Kara Sea;;;;;;;;;;;;;
PROV2735;Shetland Straits;;;;;;;;;;;;;
PROV2926;Spitzberg Sea;;;;;;;;;;;;;
PROV2927;Jan Mayen Sea;;;;;;;;;;;;;
PROV2716;Barents Sea;;;;;;;;;;;;;
PROV2705;Bothnian Bay;;;;;;;;;;;;;
PROV2706;Bothnian Sea;;;;;;;;;;;;;
PROV2708;Archipelago Sea;;;;;;;;;;;;;
PROV2709;Eastern Gotland Basin;;;;;;;;;;;;;
PROV2710;Western Gotland Basin;;;;;;;;;;;;;
PROV2832;Bornholm Basin;;;;;;;;;;;;;
PROV2711;Kattegat;;;;;;;;;;;;;
PROV2833;Okhotsk Coast;;;;;;;;;;;;;
PROV2835;Shelikhov Gulf;;;;;;;;;;;;;
PROV2834;Northern Sea of Okhotsk;;;;;;;;;;;;;
PROV2836;Central Sea of Okhotsk;;;;;;;;;;;;;
PROV2839;Southern Sea of Okhotsk;;;;;;;;;;;;;
PROV3579;La Pérouse Strait;;;;;;;;;;;;;
PROV3580;Tatar Strait;;;;;;;;;;;;;
PROV2837;Gulf of Suez;;;;;;;;;;;;;
PROV2783;Bab-el-Mandeb;;;;;;;;;;;;;
PROV2784;Gulf of Aden;;;;;;;;;;;;;
PROV2787;Strait of Hormuz;;;;;;;;;;;;;
PROV3581;Ryukyu Trench;;;;;;;;;;;;;
PROV2828;Bohai Sea;;;;;;;;;;;;;
PROV2827;Yellow Sea;;;;;;;;;;;;;
PROV2829;Korea Strait;;;;;;;;;;;;;
PROV2825;Taiwan Strait;;;;;;;;;;;;;
PROV2826;Western East China Sea;;;;;;;;;;;;;
PROV2845;Eastern East China Sea;;;;;;;;;;;;;
PROV3582;Chandeleur Sound;;;;;;;;;;;;;
PROV3583;Yucatán Channel;;;;;;;;;;;;;
PROV2963;Bay of Campeche;;;;;;;;;;;;;
PROV2962;Western Gulf of Mexico;;;;;;;;;;;;;
PROV2964;Campeche Bank;;;;;;;;;;;;;
PROV2961;Gulf of Mexico Basin;;;;;;;;;;;;;
PROV2960;Mexico-Louisiana Shelf;;;;;;;;;;;;;
PROV2963;Bay of Campeche;;;;;;;;;;;;;
PROV2965;Eastern Gulf of Mexico;;;;;;;;;;;;;
PROV2959;Florida Shelf;;;;;;;;;;;;;
PROV2958;Florida Straits;;;;;;;;;;;;;
PROV2869;Great Australian Bight;;;;;;;;;;;;;
PROV3226;Southern Australian Basin;;;;;;;;;;;;;
PROV2875;Bass Strait;;;;;;;;;;;;;
PROV2874;Southern Tasman Sea;;;;;;;;;;;;;
PROV3088;Antartic Basin;;;;;;;;;;;;;
PROV2880;Central Tasman Sea;;;;;;;;;;;;;
PROV2867;Western Tasman Sea;;;;;;;;;;;;;
PROV3220;Lord Howe Rise;;;;;;;;;;;;;
PROV2878;Caledonian Basin;;;;;;;;;;;;;
PROV2876;Challenger Plateau;;;;;;;;;;;;;
PROV2866;Cook Strait;;;;;;;;;;;;;
PROV2865;Norfolk Ridge;;;;;;;;;;;;;
PROV2725;Western Channel;;;;;;;;;;;;;
PROV2724;Eastern Channel;;;;;;;;;;;;;
PROV2723;Strait of Dover;;;;;;;;;;;;;
PROV2877;Southern Bight;;;;;;;;;;;;;
PROV2732;Silver Pit;;;;;;;;;;;;;
PROV3133;Farn Deeps;;;;;;;;;;;;;
PROV2733;Long Forties;;;;;;;;;;;;;
PROV2881;Dogger Bank;;;;;;;;;;;;;
PROV2734;Oyster Ground;;;;;;;;;;;;;
PROV2868;Broad Fourteens;;;;;;;;;;;;;
PROV2722;Frisian Front;;;;;;;;;;;;;
PROV2721;German Bight;;;;;;;;;;;;;
PROV2720;Skagerrack Approach;;;;;;;;;;;;;
PROV2871;Central North Sea;;;;;;;;;;;;;
PROV2712;Skagerrak;;;;;;;;;;;;;
PROV2764;Malta Channel;;;;;;;;;;;;;
PROV2781;Northern Red Sea;;;;;;;;;;;;;
PROV2782;Southern Red Sea;;;;;;;;;;;;;
PROV2851;Celebes Sea;;;;;;;;;;;;;
PROV2852;Moluccas Sea;;;;;;;;;;;;;
PROV2853;Seram Sea;;;;;;;;;;;;;
PROV2854;Banda Sea;;;;;;;;;;;;;
PROV2861;Timor Sea;;;;;;;;;;;;;
PROV2862;Arafura Sea;;;;;;;;;;;;;
PROV2863;Gulf of Carpentar;;;;;;;;;;;;;
PROV2821;Sulu Sea;;;;;;;;;;;;;
PROV2812;Makassar Strait;;;;;;;;;;;;;
PROV2810;Flores Sea;;;;;;;;;;;;;
PROV2811;Bali Sea;;;;;;;;;;;;;
PROV2813;Java Sea;;;;;;;;;;;;;
PROV2801;Malacca Strait;;;;;;;;;;;;;
PROV2809;Sava Sea;;;;;;;;;;;;;
PROV2856;Palau Sea;;;;;;;;;;;;;
PROV2798;Gulf of Martaban;;;;;;;;;;;;;
PROV2800;Southern Andaman Sea;;;;;;;;;;;;;
PROV2802;Northern Andaman Sea;;;;;;;;;;;;;
PROV2799;Northern Eightyfive Ridge;;;;;;;;;;;;;
PROV2858;Bismarck Sea;;;;;;;;;;;;;
PROV2817;Southern Gulf of Siam;;;;;;;;;;;;;
PROV2818;Northern Gulf of Siam;;;;;;;;;;;;;
PROV2815;Natuna Sea;;;;;;;;;;;;;
PROV2814;Karimata Strait;;;;;;;;;;;;;
PROV2928;Greenland Sea;;;;;;;;;;;;;
PROV2933;Denmark Strait;;;;;;;;;;;;;
PROV2930;Irminger Sea;;;;;;;;;;;;;
PROV3022;Sable Island Bank;;;;;;;;;;;;;
PROV3023;New England Seamounts;;;;;;;;;;;;;
PROV3028;Barracuda Ridge;;;;;;;;;;;;;
PROV3025;Bermuda Sea;;;;;;;;;;;;;
PROV3026;Wyoming Seamount;;;;;;;;;;;;;
PROV2934;Imarssuak Ridge;;;;;;;;;;;;;
PROV2929;Rosengarten Bank;;;;;;;;;;;;;
PROV3024;García Knoll;;;;;;;;;;;;;
PROV2115;Tananarive;Tananarive;Tananarive;;Tananarive;;;;;;;;;
PROV2116;Ihosy;Ihosy;Ihosy;;Ihosy;;;;;;;;;
PROV2117;Ampanihy;Ampanihy;Ampanihy;;Ampanihy;;;;;;;;;
PROV2118;Manakra;Manakra;Manakra;;Manakra;;;;;;;;;
PROV2119;Toamasina;Toamasina;Toamasina;;Toamasina;;;;;;;;;
PROV2120;Antomboko;Antomboko;Antomboko;;Antomboko;;;;;;;;;
PROV2121;Anbanja;Anbanja;Anbanja;;Anbanja;;;;;;;;;
PROV2122;Morondava;Morondava;Morondava;;Morondava;;;;;;;;;
PROV3541;Mahajanga;Mahajanga;Mahajanga;;Mahajanga;;;;;;;;;
PROV858;Manastir;;;;;;;;;;;;;
PROV2813;Java Sea;;;;;;;;;;;;;
PROV2852;Celebes Sea;;;;;;;;;;;;;
PROV2853;Molucca Sea;;;;;;;;;;;;;
PROV2858;Palau;;;;;;;;;;;;;
PROV2745;Gulf of Cádiz;;;;;;;;;;;;;
PROV2750;Côte d'Azure;;;;;;;;;;;;;
PROV2807;Java Trench;;;;;;;;;;;;;
PROV2862;Kolepom Bay;;;;;;;;;;;;;
PROV3545;Lake Khanka;;;;;;;;;;;;;
PROV3546;Lake Taihu;;;;;;;;;;;;;
PROV3547;Tonlé Sap;;;;;;;;;;;;;
PROV3548;Lake Qilin;;;;;;;;;;;;;
PROV3549;Daryacheh-ye Namak;;;;;;;;;;;;;
PROV3550;Lake Michikamau;;;;;;;;;;;;;
PROV3551;Lake Mwitanzige;;;;;;;;;;;;;
PROV3552;Lake Sarygamysh;;;;;;;;;;;;;
PROV3553;Bodensee;;;;;;;;;;;;;
PROV808;Petriç;;;;;;;;;;;;;
PROV3303;Vasilikoz;;;;;;;;;;;;;
PROV787;Foca;;;;;;;;;;;;;
PROV786;Tuzla;;;;;;;;;;;;;
PROV785;Banaluka;;;;;;;;;;;;;
PROV784;Behke;;;;;;;;;;;;;
PROV789;Livno;;;;;;;;;;;;;
PROV788;Mostar;;;;;;;;;;;;;
PROV783;Saraybosna;;;;;;;;;;;;;
PROV2287;Jaén;Jaén;Jaén;Jaén;Jaén;;;;;;;;;
PROV2517;Guaján;;;;;;;;;;;;;
PROV2521;Saipán;;;;;;;;;;;;;
PROV2599;Fort Kwi'pak;;;;;;;;;;;;;
PROV1032;Kazan;Kazan;Kazan;;Kazán;;;;;;;;;
PROV1030;Morki;Morki;Morki;;Morki;;;;;;;;;
PROV3588;Ruidoso;;;;;;;;;;;;
PROV3589;Las Cruces;;;;;;;;;;;;
PROV3597;Atlin;;;;;;;;;;;;
PROV3598;San Juan Islands;;;;;;;;;;;;
PROV3599;Nanaimo;;;;;;;;;;;;
PROV3600;Port Townsend;;;;;;;;;;;;
PROV3601;Krepost Suarov;;;;;;;;;;;;
PROV3602;Laccadives;;;;;;;;;;;;
PROV3603;Jekabpils;;;;;;;;;;;;
PROV3604;Guildford;;;;;;;;;;;;
PROV3605;Poole;;;;;;;;;;;;
PROV3606;Isle of Wight;;;;;;;;;;;;
PROV3607;York;;;;;;;;;;;;
PROV3608;Preston;;;;;;;;;;;;
PROV3609;Cheboksary;;;;;;;;;;;;
PROV3610;Wadelai;;;;;;;;;;;;
PROV3611;Limbe;;;;;;;;;;;;
PROV3612;North West River;;;;;;;;;;;;
PROV2625;Cartwright;;;;;;;;;;;;
PROV3613;Thassos;;;;;;;;;;;;
PROV3614;San Andres and Providencia;;;;;;;;;;;;
PROV3615;Tenosique;;;;;;;;;;;;
PROV3616;Atikokan;;;;;;;;;;;;
PROV3617;Dagö;;;;;;;;;;;;
PROV3618;Santa Vitória;;;;;;;;;;;;
PROV201;Fort Peachtree;Fort Peachtree;Fort Peachtree;;Fort Peachtree;;;;;;;;;
PROV191;Ross's Landing;Ross's Landing;Ross's Landing;;Ross's Landing;;;;;;;;;
PROV159;Juneautown;;;;;;;;;;;;;;
PROV3619;Shvenchonelyay;;;;;;;;;;;;;
PROV3620;Novogrudok;;;;;;;;;;;;;
PROV3621;Vileyka;;;;;;;;;;;;;
PROV3622;Lake Beloye;;;;;;;;;;;;;
PROV3623;Lake Alakol;;;;;;;;;;;;;
PROV3624;Lake Zaysan;;;;;;;;;;;;;
PROV3625;Lake Uvs;;;;;;;;;;;;;
PROV3626;Lake Khuvsgul;;;;;;;;;;;;;
PROV3627;Lake Hongze;;;;;;;;;;;;;
PROV3628;Lake Mweru;;;;;;;;;;;;;
PROV3629;Lake Dubawnt;;;;;;;;;;;;;
PROV3630;Garabogazköi Basin;;;;;;;;;;;;;
PROV3631;Chott el Djerid;;;;;;;;;;;;;
PROV3632;Lake Argyle;;;;;;;;;;;;;
PROV3633;Lake Mackay;;;;;;;;;;;;;
PROV3634;Lake Eyre;;;;;;;;;;;;;
PROV3635;Lake Frome;;;;;;;;;;;;;
PROV3636;Lake Torrens;;;;;;;;;;;;;
PROV3637;Lake Gairdner;;;;;;;;;;;;;
PROV3638;Chott Melghir;;;;;;;;;;;;;
PROV3639;Chott Felrhir;;;;;;;;;;;;;
PROV3640;Lake Sevan;;;;;;;;;;;;;
PROV3645;Sakishima;;;;;;;;;;;;;
PROV3646;Borodino Islands;;;;;;;;;;;;;
PROV3647;Victoria;;;;;;;;;;;;;
PROV1161;Al-Wadiah;;;;;;;;;;;;;
PROV1698;Ksar Es-Souk;Ksar Es-Souk;Ksar Es-Souk;;Ksar Es-Souk;;;;;;;;;
PROV1715;Naeama;Naâma;Naâma;;Naâma;;;;;;;;;
PROV1728;Sfax;Sfax;Sfax;;Sfax;;;;;;;;;
PROV1730;Gabis;Gabes;Gabes;;Gabes;;;;;;;;;
PROV1726;Binzart;;;;;;;;;;;;;
PROV1729;Tuzir;;;;;;;;;;;;;
PROV1731;Tarabulus;;;;;;;;;;;;;
PROV1744;Gdams;;;;;;;;;;;;;
PROV1741;Sebha;;;;;;;;;;;;;
PROV1735;Binghazi;;;;;;;;;;;;;
PROV1755;as-Suways;;;;;;;;;;;;;
PROV1757;Sharm ash-Sheykh;;;;;;;;;;;;;
PROV1751;al-Iskandariyyah;;;;;;;;;;;;;
PROV1752;Marsa Matruh;;;;;;;;;;;;;
PROV1746;Damyat;;;;;;;;;;;;;
PROV1754;Siwah;;;;;;;;;;;;;
PROV1759;al-Bawiti;;;;;;;;;;;;;
PROV1765;al-Fayyum;;;;;;;;;;;;;
PROV1758;al-Farafira;;;;;;;;;;;;;
PROV1745;al-Qahirah;;;;;;;;;;;;;
PROV1749;az-Zaqaziq;;;;;;;;;;;;;
PROV1748;al-Mansura;;;;;;;;;;;;;
PROV1763;Bani Sweif;;;;;;;;;;;;;
PROV1764;al-Minya;;;;;;;;;;;;;
PROV1772;Ras Ghareb;;;;;;;;;;;;;
PROV1770;al-Qusayr;;;;;;;;;;;;;
PROV1767;al-Uqsur;;;;;;;;;;;;;
PROV1695;Sidi Ifni;Sidi Ifni;Sidi Ifni;;Sidi Ifni;;;;;;;;;
PROV1692;Huribga;Huribga;Huribga;;Huribga;;;;;;;;;
PROV1690;Marrakex;Marrakex;Marrakex;;Marrakex;;;;;;;;;
PROV1691;ad-Dar al-Bayda;ad-Dar al-Bayda;ad-Dar al-Bayda;;ad-Dar al-Bayda;;;;;;;;;
PROV2563;Asfi;Asfi;Asfi;;Asfi;;;;;;;;;
PROV1693;al-Suwayra;al-Suwayra;al-Suwayra;;al-Suwayra;;;;;;;;;
PROV1685;ar-Ribat;ar-Ribat;ar-Ribat;;ar-Ribat;;;;;;;;;
PROV1682;Miknas;Miknas;Miknas;;Miknas;;;;;;;;;
PROV1686;Tangha;Tangha;Tangha;;Tangha;;;;;;;;;
PROV1687;Titwan;Titwan;Titwan;;Titwan;;;;;;;;;
PROV1697;Fiqiq;Fiqiq;Fiqiq;;Fiqiq;;;;;;;;;
PROV1684;Ujda;Ujda;Ujda;;Ujda;;;;;;;;;
PROV1720;Bishar;Bishar;Bishar;;Bishar;;;;;;;;;
PROV1713;al-Aghwat;al-Aghwat;al-Aghwat;;al-Aghwat;;;;;;;;;
PROV1710;Tibeskert;Tibeskert;Tibeskert;;Tibeskert;;;;;;;;;
PROV1705;Tilimsan;Tilimsan;Tilimsan;;Tilimsan;;;;;;;;;
PROV1707;Muesakar;Muesakar;Muesakar;;Muesakar;;;;;;;;;
PROV1703;al-Madiya;al-Madiya;al-Madiya;;al-Madiya;;;;;;;;;
PROV1708;Qacentina;Qacentina;Qacentina;;Qacentina;;;;;;;;;
PROV1702;Satif;Satif;Satif;;Satif;;;;;;;;;
PROV1721;al-Taarif;al-Taarif;al-Taarif;;al-Taarif;;;;;;;;;
PROV1700;Alger;;;;;;;;;;;;;
PROV1700;Béjaïa;;;;;;;;;;;;;
PROV1811;Tibiri;;;;;;;;;;;;;
PROV3648;Kwachibikhulu;;;;;;;;;;;;;
PROV3649;Nxamasere;;;;;;;;;;;;;
PROV3650;Lepelle;;;;;;;;;;;;;
PROV2068;Marondera;;;;;;;;;;;;;
PROV2075;Tutume;;;;;;;;;;;;;
PROV2111;eThekwini;;;;;;;;;;;;;
PROV2070;Siyakobvu;;;;;;;;;;;;;
PROV2090;Bredasdorp;;;;;;;;;;;;;
PROV3659;Nicoya;;;;;;;;;;;;;
PROV3660;Isla de Pinos;;;;;;;;;;;;;
PROV2202;Monteverde;;;;;;;;;;;;;
PROV3661;Novograd-Volynskiy;;;;;;;;;;;;;
PROV3662;Sumy;;;;;;;;;;;;;
PROV3663;Tangshan;;;;;;;;;;;;;
PROV3664;Zhangjiakou;;;;;;;;;;;;;
PROV3665;Thaungdut;;;;;;;;;;;;;
PROV3667;Lolland;;;;;;;;;;;;;
PROV3668;Ghat;;;;;;;;;;;;;
PROV1741;Sabha;;;;;;;;;;;;;
PROV1744;Gadames;;;;;;;;;;;;;
PROV3669;Neum;;;;;;;;;;;;;
PROV3670;Leibnitz;;;;;;;;;;;;;
PROV3671;Tsorn;;;;;;;;;;;;;
PROV3672;Frankenstadt;;;;;;;;;;;;;
PROV3673;Rauhau;;;;;;;;;;;;;
PROV502;Islas Baleares;;;;;;;;;;;;;
PROV3433;Viella;;;;;;;;;;;;;
PROV3674;Bukoba;;;;;;;;;;;;;
PROV3675;Sumbawanga;;;;;;;;;;;;;
PROV1329;Punakha;;;;;;;;;;;;;
PROV2063;Ibo;;;;;;;;;;;;;
PROV3678;Pemba;;;;;;;;;;;;;
PROV3677;Fonhololo;;;;;;;;;;;;;
PROV2045;Buur Gaabo;;;;;;;;;;;;;
PROV3679;Nosy Be;;;;;;;;;;;;;
PROV3281;Île Sainte-Marie;;;;;;;;;;;;;
PROV2121;Tsaratanana;;;;;;;;;;;;;
PROV2033;Bunda;;;;;;;;;;;;;
PROV2024;Nanyuki;;;;;;;;;;;;;
PROV2336;Rapa Nui;;;;;;;;;;;;;
PROV2309;Tocopilla;Tocopilla;Tocopilla;;Tocopilla;;;;;;;;;
PROV2330;Concepción;Concepción;Concepción;;Concepción;;;;;;;;;
PROV629;Pilsen;;;;;;;;;;;;;
PROV630;Budweis;;;;;;;;;;;;;
PROV631;Brünn;;;;;;;;;;;;;
PROV632;Olmütz;;;;;;;;;;;;;
PROV637;Kaschau;;;;;;;;;;;;;
PROV657;Hermannstadt;;;;;;;;;;;;;
PROV911;Bayir;;;;;;;;;;;;;
PROV955;Kamenets;;;;;;;;;;;;;
PROV956;Rovno;;;;;;;;;;;;;
PROV959;Zhitomir;;;;;;;;;;;;;
PROV960;Berdichev;;;;;;;;;;;;;
PROV961;Cherkassy;;;;;;;;;;;;;
PROV969;Podolsk;;;;;;;;;;;;;
PROV971;Elysavet;;;;;;;;;;;;;
PROV974;Priluki;;;;;;;;;;;;;
PROV975;Berdyansk;;;;;;;;;;;;;
PROV981;Arkhangelsk;;;;;;;;;;;;;
PROV1020;Nizhny Novgorod;;;;;;;;;;;;;
PROV1028;Vyatka;;;;;;;;;;;;;
PROV1068;Ulala;;;;;;;;;;;;;
PROV1116;Astarabad;;;;;;;;;;;;;
PROV1137;Jahrom;;;;;;;;;;;;;
PROV1138;Kangan;;;;;;;;;;;;;
PROV1141;Hajjiabad;;;;;;;;;;;;;
PROV1145;Bunpoor;;;;;;;;;;;;;
PROV1158;al-Nefud;;;;;;;;;;;;;
PROV1185;Shu;;;;;;;;;;;;;
PROV1186;Alma Ata;;;;;;;;;;;;;
PROV1188;Qaratal;;;;;;;;;;;;;
PROV1189;Bishkek;;;;;;;;;;;;;
PROV1190;Naryn;;;;;;;;;;;;;
PROV1191;Khiva;;;;;;;;;;;;;
PROV1192;Nukus;;;;;;;;;;;;;
PROV1193;Ak-Mechet;;;;;;;;;;;;;
PROV1194;Kuryk;;;;;;;;;;;;;
PROV1195;Tashkent;;;;;;;;;;;;;
PROV1196;Dashhowuz;;;;;;;;;;;;;
PROV1197;Turkestan;;;;;;;;;;;;;
PROV1198;Bukhoro;;;;;;;;;;;;;
PROV1199;Samarkand;;;;;;;;;;;;;
PROV1200;Qarshi;;;;;;;;;;;;;
PROV1201;Khojand;;;;;;;;;;;;;
PROV1202;Kokand;;;;;;;;;;;;;
PROV1203;Osh;;;;;;;;;;;;;
PROV1204;Ashqabat;;;;;;;;;;;;;
PROV1205;Kyzyl-Su;;;;;;;;;;;;;
PROV1206;Merv;;;;;;;;;;;;;
PROV1207;Kulob;;;;;;;;;;;;;
PROV1208;Khorug;;;;;;;;;;;;;
PROV1211;Sheberghan;;;;;;;;;;;;;
PROV1304;Vellore;;;;;;;;;;;;;
PROV1398;Bangko;;;;;;;;;;;;;
PROV1399;Palembang;;;;;;;;;;;;;
PROV1400;Indragiri;;;;;;;;;;;;;
PROV1401;Siak;;;;;;;;;;;;;
PROV1402;Riouw;;;;;;;;;;;;;
PROV1403;The Lampongs;;;;;;;;;;;;;
PROV1404;Bangka;;;;;;;;;;;;;
PROV1405;Kota Radja;;;;;;;;;;;;;
PROV1406;Medan;;;;;;;;;;;;;
PROV1407;Tapaktoean;;;;;;;;;;;;;
PROV1408;Padang;;;;;;;;;;;;;
PROV1409;Siboga;;;;;;;;;;;;;
PROV1410;Bencoolen;Benkoeloe;;;;;;;;;;;;
PROV1411;Nias;;;;;;;;;;;;;
PROV1413;Batavia;;;;;;;;;;;;;
PROV1414;Preanger;;;;;;;;;;;;;
PROV1415;Tjeribon;;;;;;;;;;;;;
PROV1416;Djokjakarta;;;;;;;;;;;;;
PROV1417;Semarang;;;;;;;;;;;;;
PROV1418;Soerabaja;;;;;;;;;;;;;
PROV1419;Soerakarta;;;;;;;;;;;;;
PROV1420;Probolinggo;;;;;;;;;;;;;
PROV1421;Madoera;;;;;;;;;;;;;
PROV1422;Moeraleve;;;;;;;;;;;;;
PROV1423;Matrapoera;;;;;;;;;;;;;
PROV1424;Pasir;;;;;;;;;;;;;
PROV1425;Tandjungredeb;;;;;;;;;;;;;
PROV1172;Haima;;;;;;;;;;;;;
PROV1426;Pontianak;;;;;;;;;;;;;
PROV1427;Kota Waringin;;;;;;;;;;;;;
PROV1428;Kapoea;;;;;;;;;;;;;
PROV1429;Samarinda;;;;;;;;;;;;;
PROV1430;Makassar;;;;;;;;;;;;;
PROV1432;Mamoedjoe;;;;;;;;;;;;;
PROV1433;Menado;;;;;;;;;;;;;
PROV1434;Gorontalo;;;;;;;;;;;;;
PROV1435;Masamba;;;;;;;;;;;;;
PROV1436;Palopo;;;;;;;;;;;;;
PROV1437;Bulon;;;;;;;;;;;;;
PROV1438;Karangasam;;;;;;;;;;;;;
PROV1439;Roeteng;;;;;;;;;;;;;
PROV1440;Soembawa;;;;;;;;;;;;;
PROV1441;Soemba;;;;;;;;;;;;;
PROV1442;Lombok;;;;;;;;;;;;;
PROV1443;Rote;;;;;;;;;;;;;
PROV1444;Larantoeka;;;;;;;;;;;;;
PROV1445;Koepang;;;;;;;;;;;;;
PROV1446;Dili;;;;;;;;;;;;;
PROV1447;Ternate;;;;;;;;;;;;;
PROV1448;Tidore;;;;;;;;;;;;;
PROV1449;Ambon;;;;;;;;;;;;;
PROV1450;Ceram;;;;;;;;;;;;;
PROV1451;Aroe;;;;;;;;;;;;;
PROV1452;Soekadana;;;;;;;;;;;;;
PROV1453;Fakfak;;;;;;;;;;;;;
PROV1454;Jayapura;;;;;;;;;;;;;
PROV1560;Merauke;;;;;;;;;;;;;
PROV1594;Kashgar;;;;;;;;;;;;;
PROV1716;Tindouf;;;;;;;;;;;;;
PROV1717;Bouira;;;;;;;;;;;;;
PROV901;al-Hasakha;;;;;;;;;;;;;
PROV904;Inírida;;;;;;;;;;;;;
PROV924;Zakho;;;;;;;;;;;;;
PROV907;al-Bawda;;;;;;;;;;;;;
PROV864;Karesi;;;;;;;;;;;;;
PROV870;Usak;;;;;;;;;;;;;
PROV2419;Campo Grande;;;;;;;;;;;;;
PROV1149;Salehabad;;;;;;;;;;;;;
PROV1718;Timimoun;;;;;;;;;;;;;
PROV1719;In Guezzam;;;;;;;;;;;;;
PROV1720;Bashar;;;;;;;;;;;;;
PROV1721;El Tarf;;;;;;;;;;;;;
PROV1722;In Zghmir;;;;;;;;;;;;;
PROV1739;Abu Uruq;;;;;;;;;;;;;
PROV1740;Bonjol;;;;;;;;;;;;;
PROV1758;Farafra;;;;;;;;;;;;;
PROV1774;Laayoune;;;;;;;;;;;;;
PROV1779;Langkat;;;;;;;;;;;;;
PROV1782;Asahan;;;;;;;;;;;;;
PROV1801;Nara;;;;;;;;;;;;;
PROV1804;Hamdallahi;;;;;;;;;;;;;
PROV1808;Dosso;;;;;;;;;;;;;
PROV1809;Lulama;;;;;;;;;;;;;
PROV1810;Say;;;;;;;;;;;;;
PROV1812;Agadez;;;;;;;;;;;;;
PROV1813;Tizi Ouzou;;;;;;;;;;;;;
PROV1814;Bilma;;;;;;;;;;;;;
